filename,width,height,class,xmin,ymin,xmax,ymax
2341.png,200,200,rect,69,83,143,134
2342.png,200,200,rect,132,59,106,189
2343.png,200,200,rect,130,174,189,193
2344.png,200,200,rect,2,59,88,56
2345.png,200,200,rect,88,121,181,147
2346.png,200,200,rect,10,5,32,80
2347.png,200,200,rect,9,30,89,41
2348.png,200,200,rect,161,17,43,192
2349.png,200,200,rect,45,46,73,77
2350.png,200,200,rect,72,87,140,126
2351.png,200,200,rect,25,6,20,102
2352.png,200,200,rect,152,37,102,154
2353.png,200,200,rect,36,76,106,84
2354.png,200,200,rect,69,135,192,122
2355.png,200,200,rect,20,21,58,29
2356.png,200,200,rect,143,127,189,179
2357.png,200,200,rect,111,92,148,148
2358.png,200,200,rect,11,139,186,58
2359.png,200,200,rect,176,27,45,178
2360.png,200,200,rect,103,32,42,173
2361.png,200,200,rect,184,107,136,188
2362.png,200,200,rect,146,133,136,171
2363.png,200,200,rect,163,4,11,199
2364.png,200,200,rect,145,121,153,177
2365.png,200,200,rect,44,23,25,103
2366.png,200,200,rect,111,155,177,117
2367.png,200,200,rect,99,109,154,152
2368.png,200,200,rect,49,42,67,128
2369.png,200,200,rect,26,89,122,32
2370.png,200,200,rect,55,133,190,64
2371.png,200,200,rect,137,3,69,180
2372.png,200,200,rect,66,67,89,135
2373.png,200,200,rect,103,169,191,169
2374.png,200,200,rect,32,54,133,39
2375.png,200,200,rect,73,74,116,119
2376.png,200,200,rect,96,118,193,134
2377.png,200,200,rect,55,127,185,92
2378.png,200,200,rect,26,56,72,59
2379.png,200,200,rect,176,118,158,178
2380.png,200,200,rect,44,100,156,116
2381.png,200,200,rect,143,155,172,151
2382.png,200,200,rect,64,11,72,140
2383.png,200,200,rect,59,72,90,107
2384.png,200,200,rect,106,80,84,179
2385.png,200,200,rect,184,132,158,196
2386.png,200,200,rect,96,154,170,170
2387.png,200,200,rect,36,79,112,64
2388.png,200,200,rect,155,85,94,159
2389.png,200,200,rect,73,143,190,88
2390.png,200,200,rect,2,14,93,29
2391.png,200,200,rect,181,32,92,195
2392.png,200,200,rect,188,10,77,192
2393.png,200,200,rect,104,37,95,122
2394.png,200,200,rect,50,139,196,110
2395.png,200,200,rect,128,9,66,196
2396.png,200,200,rect,59,128,154,124
2397.png,200,200,rect,19,195,197,30
2398.png,200,200,rect,82,168,197,148
2399.png,200,200,rect,37,110,160,49
2400.png,200,200,rect,35,14,75,59
2401.png,200,200,rect,9,21,38,82
2402.png,200,200,rect,14,90,145,87
2403.png,200,200,rect,59,114,140,93
2404.png,200,200,rect,67,31,60,124
2405.png,200,200,rect,30,126,135,92
2406.png,200,200,rect,116,167,182,184
2407.png,200,200,rect,94,11,30,172
2408.png,200,200,rect,94,30,78,107
2409.png,200,200,rect,89,14,45,143
2410.png,200,200,rect,87,99,106,139
2411.png,200,200,rect,92,36,98,101
2412.png,200,200,rect,95,16,49,121
2413.png,200,200,rect,20,135,199,99
2414.png,200,200,rect,11,29,70,82
2415.png,200,200,rect,24,39,71,103
2416.png,200,200,rect,6,17,70,67
2417.png,200,200,rect,163,31,65,168
2418.png,200,200,rect,132,75,136,133
2419.png,200,200,rect,110,56,74,188
2420.png,200,200,rect,0,97,128,41
2421.png,200,200,rect,18,74,127,22
2422.png,200,200,rect,38,189,192,90
2423.png,200,200,rect,81,57,70,152
2424.png,200,200,rect,181,24,27,191
2425.png,200,200,rect,139,62,63,146
2426.png,200,200,rect,130,134,195,174
2427.png,200,200,rect,154,114,115,158
2428.png,200,200,rect,129,144,156,175
2429.png,200,200,rect,61,157,169,105
2430.png,200,200,rect,18,18,47,24
2431.png,200,200,rect,115,26,84,148
2432.png,200,200,rect,84,90,132,117
2433.png,200,200,rect,48,120,173,95
2434.png,200,200,rect,114,83,153,141
2435.png,200,200,rect,37,69,96,50
2436.png,200,200,rect,102,98,166,120
2437.png,200,200,rect,86,112,127,104
2438.png,200,200,rect,36,23,88,39
2439.png,200,200,rect,48,14,63,99
2440.png,200,200,rect,177,59,90,191
2441.png,200,200,rect,26,47,75,53
2442.png,200,200,rect,17,0,70,28
2443.png,200,200,rect,106,65,133,133
2444.png,200,200,rect,54,50,111,91
2445.png,200,200,rect,86,8,32,104
2446.png,200,200,rect,78,93,165,144
2447.png,200,200,rect,70,58,130,101
2448.png,200,200,rect,2,69,129,64
2449.png,200,200,rect,134,14,86,158
2450.png,200,200,rect,116,49,86,133
2451.png,200,200,rect,0,7,64,49
2452.png,200,200,rect,5,20,99,21
2453.png,200,200,rect,90,188,189,161
2454.png,200,200,rect,60,74,97,134
2455.png,200,200,rect,106,174,189,172
2456.png,200,200,rect,135,11,51,143
2457.png,200,200,rect,136,12,42,155
2458.png,200,200,rect,166,73,100,185
2459.png,200,200,rect,61,90,130,100
2460.png,200,200,rect,182,13,46,195
2461.png,200,200,rect,27,59,124,31
2462.png,200,200,rect,170,53,118,172
2463.png,200,200,rect,10,76,113,22
2464.png,200,200,rect,74,67,136,89
2465.png,200,200,rect,171,112,173,178
2466.png,200,200,rect,83,100,127,117
2467.png,200,200,rect,27,9,57,30
2468.png,200,200,rect,44,84,103,119
2469.png,200,200,rect,78,98,106,99
2470.png,200,200,rect,19,47,88,78
2471.png,200,200,rect,63,72,127,133
2472.png,200,200,rect,11,143,164,45
2473.png,200,200,rect,37,79,101,92
2474.png,200,200,rect,71,5,54,101
2475.png,200,200,rect,93,2,73,165
2476.png,200,200,rect,137,33,48,181
2477.png,200,200,rect,25,8,17,39
2478.png,200,200,rect,135,57,76,138
2479.png,200,200,rect,93,164,192,118
2480.png,200,200,rect,55,93,96,130
2481.png,200,200,rect,66,134,152,109
2482.png,200,200,rect,50,92,95,106
2483.png,200,200,rect,69,52,79,84
2484.png,200,200,rect,46,72,127,96
2485.png,200,200,rect,52,69,145,113
2486.png,200,200,rect,7,106,142,68
2487.png,200,200,rect,125,66,135,165
2488.png,200,200,rect,98,113,186,133
2489.png,200,200,rect,163,20,77,187
2490.png,200,200,rect,1,126,191,68
2491.png,200,200,rect,56,110,166,116
2492.png,200,200,rect,118,76,131,189
2493.png,200,200,rect,42,64,65,87
2494.png,200,200,rect,133,29,52,134
2495.png,200,200,rect,46,7,9,57
2496.png,200,200,rect,117,40,97,186
2497.png,200,200,rect,172,106,158,178
2498.png,200,200,rect,68,163,191,105
2499.png,200,200,rect,72,116,192,132
2500.png,200,200,rect,123,83,120,167
2501.png,200,200,rect,125,107,149,138
2502.png,200,200,rect,111,55,117,185
2503.png,200,200,rect,79,32,94,114
2504.png,200,200,rect,13,7,19,73
2505.png,200,200,rect,118,24,48,125
2506.png,200,200,rect,107,30,63,156
2507.png,200,200,rect,39,127,172,71
2508.png,200,200,rect,39,30,95,118
2509.png,200,200,rect,187,52,99,197
2510.png,200,200,rect,37,21,50,48
2511.png,200,200,rect,66,78,126,83
2512.png,200,200,rect,82,0,13,97
2513.png,200,200,rect,184,140,195,189
2514.png,200,200,rect,181,18,47,192
2515.png,200,200,rect,69,158,180,86
2516.png,200,200,rect,47,44,60,75
2517.png,200,200,rect,89,36,114,167
2518.png,200,200,rect,129,29,43,133
2519.png,200,200,rect,59,123,165,105
2520.png,200,200,rect,55,48,125,59
2521.png,200,200,rect,56,105,163,108
2522.png,200,200,rect,108,176,195,165
2523.png,200,200,rect,61,50,90,80
2524.png,200,200,rect,123,145,152,179
2525.png,200,200,rect,129,27,81,154
2526.png,200,200,rect,77,42,67,113
2527.png,200,200,rect,122,150,164,195
2528.png,200,200,rect,91,50,117,152
2529.png,200,200,rect,76,134,184,81
2530.png,200,200,rect,61,5,82,82
2531.png,200,200,rect,164,37,100,187
2532.png,200,200,rect,13,52,125,74
2533.png,200,200,rect,176,87,116,196
2534.png,200,200,rect,33,5,45,71
2535.png,200,200,rect,27,14,61,106
2536.png,200,200,rect,132,115,138,139
2537.png,200,200,rect,17,142,161,49
2538.png,200,200,rect,142,6,38,166
2539.png,200,200,rect,66,133,187,88
2540.png,200,200,rect,126,25,95,142
2541.png,200,200,rect,40,64,125,73
2542.png,200,200,rect,28,37,112,49
2543.png,200,200,rect,70,37,65,137
2544.png,200,200,rect,51,24,64,127
2545.png,200,200,rect,62,92,94,87
2546.png,200,200,rect,22,120,188,84
2547.png,200,200,rect,82,110,167,150
2548.png,200,200,rect,83,140,154,151
2549.png,200,200,rect,50,67,144,67
2550.png,200,200,rect,62,104,134,127
2551.png,200,200,rect,25,119,151,26
2552.png,200,200,rect,151,5,17,164
2553.png,200,200,rect,65,54,59,136
2554.png,200,200,rect,43,97,130,109
2555.png,200,200,rect,2,88,156,7
2556.png,200,200,rect,118,71,81,145
2557.png,200,200,rect,143,108,181,163
2558.png,200,200,rect,138,1,79,150
2559.png,200,200,rect,124,117,188,131
2560.png,200,200,rect,159,149,153,196
2561.png,200,200,rect,76,23,84,141
2562.png,200,200,rect,54,56,103,62
2563.png,200,200,rect,141,1,43,149
2564.png,200,200,rect,84,147,192,118
2565.png,200,200,rect,172,21,93,185
2566.png,200,200,rect,123,36,73,161
2567.png,200,200,rect,85,8,71,136
2568.png,200,200,rect,150,75,137,185
2569.png,200,200,rect,81,6,23,121
2570.png,200,200,rect,106,59,64,139
2571.png,200,200,rect,11,39,58,77
2572.png,200,200,rect,76,99,162,149
2573.png,200,200,rect,128,127,167,164
2574.png,200,200,rect,32,44,103,67
2575.png,200,200,rect,50,53,72,125
2576.png,200,200,rect,180,79,106,183
2577.png,200,200,rect,94,1,35,159
2578.png,200,200,rect,18,17,71,97
2579.png,200,200,rect,26,23,89,98
2580.png,200,200,rect,36,23,64,37
2581.png,200,200,rect,120,61,97,192
2582.png,200,200,rect,126,99,177,188
2583.png,200,200,rect,169,75,132,173
2584.png,200,200,rect,12,71,104,17
2585.png,200,200,rect,77,116,152,134
2586.png,200,200,rect,139,19,86,141
2587.png,200,200,rect,61,82,121,113
2588.png,200,200,rect,0,21,72,11
2589.png,200,200,rect,70,95,99,139
2590.png,200,200,rect,141,146,166,149
2591.png,200,200,rect,76,13,49,81
2592.png,200,200,rect,122,26,98,189
2593.png,200,200,rect,182,86,110,199
2594.png,200,200,rect,18,13,45,56
2595.png,200,200,rect,30,99,170,82
2596.png,200,200,rect,116,129,177,181
2597.png,200,200,rect,92,24,62,147
2598.png,200,200,rect,149,42,51,178
2599.png,200,200,rect,124,139,189,145
2600.png,200,200,rect,141,0,7,168
2601.png,200,200,rect,134,31,60,144
2602.png,200,200,rect,34,104,166,95
2603.png,200,200,rect,37,40,98,65
2604.png,200,200,rect,56,39,118,132
2605.png,200,200,rect,177,67,100,193
2606.png,200,200,rect,100,61,123,128
2607.png,200,200,rect,95,4,25,99
2608.png,200,200,rect,111,43,57,179
2609.png,200,200,rect,75,35,98,143
2610.png,200,200,rect,108,162,170,184
2611.png,200,200,rect,12,117,192,47
2612.png,200,200,rect,18,115,189,84
2613.png,200,200,rect,118,58,121,177
2614.png,200,200,rect,99,109,149,132
2615.png,200,200,rect,58,127,163,108
2616.png,200,200,rect,16,130,189,59
2617.png,200,200,rect,23,79,150,61
2618.png,200,200,rect,145,112,157,192
2619.png,200,200,rect,39,127,158,90
2620.png,200,200,rect,4,102,139,66
2621.png,200,200,rect,164,11,76,177
2622.png,200,200,rect,44,57,67,94
2623.png,200,200,rect,1,55,98,62
2624.png,200,200,rect,56,11,23,64
2625.png,200,200,rect,66,93,122,138
2626.png,200,200,rect,157,9,33,198
2627.png,200,200,rect,165,102,149,198
2628.png,200,200,rect,27,118,196,106
2629.png,200,200,rect,165,58,115,175
2630.png,200,200,rect,67,6,49,90
2631.png,200,200,rect,55,109,121,126
2632.png,200,200,rect,124,52,107,156
2633.png,200,200,rect,22,76,103,66
2634.png,200,200,rect,164,104,120,196
2635.png,200,200,rect,91,20,46,134
2636.png,200,200,rect,113,96,159,123
2637.png,200,200,rect,54,135,199,72
2638.png,200,200,rect,5,3,66,28
2639.png,200,200,rect,15,92,110,70
2640.png,200,200,rect,156,173,197,164
2641.png,200,200,rect,88,11,58,104
2642.png,200,200,rect,60,114,183,62
2643.png,200,200,rect,121,132,183,127
2644.png,200,200,rect,38,134,163,69
2645.png,200,200,rect,124,121,142,148
2646.png,200,200,rect,5,57,130,41
2647.png,200,200,rect,69,39,50,102
2648.png,200,200,rect,132,42,113,135
2649.png,200,200,rect,134,101,130,145
2650.png,200,200,rect,117,110,124,166
2651.png,200,200,rect,110,119,120,145
2652.png,200,200,rect,26,92,158,79
2653.png,200,200,rect,156,117,161,180
2654.png,200,200,rect,13,152,197,88
2655.png,200,200,rect,52,20,58,121
2656.png,200,200,rect,123,85,110,187
2657.png,200,200,rect,44,90,160,65
2658.png,200,200,rect,93,0,64,111
2659.png,200,200,rect,117,75,129,123
2660.png,200,200,rect,1,150,184,22
2661.png,200,200,rect,141,11,80,147
2662.png,200,200,rect,95,95,167,98
2663.png,200,200,rect,61,148,165,80
2664.png,200,200,rect,16,40,64,73
2665.png,200,200,rect,92,137,169,151
2666.png,200,200,rect,175,130,142,196
2667.png,200,200,rect,58,124,191,91
2668.png,200,200,rect,83,103,175,122
2669.png,200,200,rect,57,64,98,134
2670.png,200,200,rect,82,94,104,121
2671.png,200,200,rect,134,3,44,146
2672.png,200,200,rect,108,20,64,165
2673.png,200,200,rect,37,20,91,50
2674.png,200,200,rect,87,160,178,153
2675.png,200,200,rect,4,112,174,69
2676.png,200,200,rect,124,126,161,139
2677.png,200,200,rect,123,37,85,148
2678.png,200,200,rect,34,30,52,80
2679.png,200,200,rect,9,26,72,13
2680.png,200,200,rect,94,86,109,143
2681.png,200,200,rect,80,44,96,147
2682.png,200,200,rect,6,39,93,18
2683.png,200,200,rect,82,73,142,146
2684.png,200,200,rect,177,52,115,185
2685.png,200,200,rect,51,125,159,116
2686.png,200,200,rect,106,43,89,149
2687.png,200,200,rect,114,114,180,153
2688.png,200,200,rect,94,117,189,167
2689.png,200,200,rect,118,24,95,176
2690.png,200,200,rect,19,105,164,79
2691.png,200,200,rect,118,36,47,119
2692.png,200,200,rect,107,36,45,181
2693.png,200,200,rect,13,152,182,88
2694.png,200,200,rect,23,107,164,45
2695.png,200,200,rect,99,122,191,134
2696.png,200,200,rect,138,111,150,171
2697.png,200,200,rect,6,105,119,41
2698.png,200,200,rect,23,36,91,101
2699.png,200,200,rect,118,44,89,139
2700.png,200,200,rect,152,65,136,168
2701.png,200,200,rect,101,106,173,117
2702.png,200,200,rect,52,11,51,118
2703.png,200,200,rect,1,35,64,58
2704.png,200,200,rect,108,69,137,135
2705.png,200,200,rect,42,59,62,47
2706.png,200,200,rect,11,74,102,46
2707.png,200,200,rect,6,44,94,66
2708.png,200,200,rect,84,48,107,141
2709.png,200,200,rect,27,117,159,69
2710.png,200,200,rect,86,43,46,115
2711.png,200,200,rect,131,99,178,189
2712.png,200,200,rect,87,44,115,149
2713.png,200,200,rect,24,88,91,99
2714.png,200,200,rect,30,100,106,100
2715.png,200,200,rect,35,61,139,48
2716.png,200,200,rect,56,131,172,109
2717.png,200,200,rect,130,89,92,173
2718.png,200,200,rect,77,95,110,99
2719.png,200,200,rect,152,67,131,177
2720.png,200,200,rect,127,128,166,172
2721.png,200,200,rect,6,141,188,84
2722.png,200,200,rect,57,78,126,136
2723.png,200,200,rect,147,107,157,153
2724.png,200,200,rect,104,152,186,133
2725.png,200,200,rect,55,17,51,126
2726.png,200,200,rect,98,79,134,133
2727.png,200,200,rect,94,49,121,143
2728.png,200,200,rect,90,43,121,119
2729.png,200,200,rect,69,68,115,94
2730.png,200,200,rect,98,64,118,109
2731.png,200,200,rect,1,2,5,51
2732.png,200,200,rect,48,2,38,126
2733.png,200,200,rect,89,142,182,154
2734.png,200,200,rect,57,187,188,124
2735.png,200,200,rect,130,138,183,173
2736.png,200,200,rect,72,98,149,80
2737.png,200,200,rect,52,65,124,60
2738.png,200,200,rect,78,112,168,153
2739.png,200,200,rect,34,135,155,42
2740.png,200,200,rect,111,18,35,162
2741.png,200,200,rect,119,103,148,160
2742.png,200,200,rect,42,99,159,66
2743.png,200,200,rect,127,52,119,167
2744.png,200,200,rect,37,70,84,81
2745.png,200,200,rect,138,14,68,154
2746.png,200,200,rect,108,148,160,125
2747.png,200,200,rect,122,91,144,193
2748.png,200,200,rect,121,125,129,142
2749.png,200,200,rect,63,71,140,99
2750.png,200,200,rect,31,118,186,83
2751.png,200,200,rect,47,186,189,62
2752.png,200,200,rect,114,67,128,166
2753.png,200,200,rect,45,38,87,85
2754.png,200,200,rect,175,98,150,184
2755.png,200,200,rect,55,77,133,87
2756.png,200,200,rect,130,133,186,139
2757.png,200,200,rect,12,63,140,61
2758.png,200,200,rect,99,85,159,147
2759.png,200,200,rect,190,10,72,199
2760.png,200,200,rect,11,178,198,16
2761.png,200,200,rect,190,40,55,192
2762.png,200,200,rect,74,143,162,80
2763.png,200,200,rect,67,135,173,100
2764.png,200,200,rect,164,10,65,175
2765.png,200,200,rect,107,57,100,144
2766.png,200,200,rect,98,17,64,153
2767.png,200,200,rect,61,166,194,127
2768.png,200,200,rect,125,57,78,197
2769.png,200,200,rect,139,116,175,164
2770.png,200,200,rect,107,65,143,138
2771.png,200,200,rect,126,159,197,151
2772.png,200,200,rect,83,108,143,120
2773.png,200,200,rect,25,55,132,41
2774.png,200,200,rect,31,101,178,51
2775.png,200,200,rect,7,117,174,57
2776.png,200,200,rect,46,80,91,118
2777.png,200,200,rect,46,149,172,66
2778.png,200,200,rect,4,157,176,83
2779.png,200,200,rect,61,136,169,107
2780.png,200,200,rect,140,102,173,189
2781.png,200,200,rect,35,19,73,80
2782.png,200,200,rect,1,37,57,55
2783.png,200,200,rect,132,61,80,182
2784.png,200,200,rect,131,127,186,194
2785.png,200,200,rect,68,120,133,116
2786.png,200,200,rect,138,62,132,146
2787.png,200,200,rect,6,132,157,68
2788.png,200,200,rect,32,21,91,58
2789.png,200,200,rect,49,1,41,95
2790.png,200,200,rect,117,7,57,187
2791.png,200,200,rect,23,113,136,96
2792.png,200,200,rect,64,98,158,107
2793.png,200,200,rect,60,154,199,98
2794.png,200,200,rect,43,154,184,99
2795.png,200,200,rect,83,34,67,132
2796.png,200,200,rect,30,33,93,88
2797.png,200,200,rect,165,92,108,197
2798.png,200,200,rect,87,180,198,159
2799.png,200,200,rect,125,35,100,156
2800.png,200,200,rect,36,3,53,109
2801.png,200,200,rect,142,4,50,155
2802.png,200,200,rect,61,112,130,108
2803.png,200,200,rect,55,86,158,107
2804.png,200,200,rect,7,91,156,61
2805.png,200,200,rect,85,151,197,145
2806.png,200,200,rect,30,175,183,43
2807.png,200,200,rect,61,26,90,116
2808.png,200,200,rect,144,76,147,164
2809.png,200,200,rect,115,107,184,151
2810.png,200,200,rect,147,115,150,161
2811.png,200,200,rect,119,141,180,175
2812.png,200,200,rect,45,185,191,111
2813.png,200,200,rect,129,73,110,158
2814.png,200,200,rect,138,42,71,166
2815.png,200,200,rect,116,25,92,146
2816.png,200,200,rect,125,106,170,163
2817.png,200,200,rect,10,124,138,12
2818.png,200,200,rect,109,120,151,147
2819.png,200,200,rect,96,165,185,102
2820.png,200,200,rect,97,96,160,98
2821.png,200,200,rect,36,60,82,115
2822.png,200,200,rect,20,5,29,75
2823.png,200,200,rect,3,72,120,44
2824.png,200,200,rect,91,75,101,134
2825.png,200,200,rect,129,11,37,169
2826.png,200,200,rect,60,49,93,91
2827.png,200,200,rect,89,182,183,164
2828.png,200,200,rect,17,10,65,28
2829.png,200,200,rect,76,75,116,82
2830.png,200,200,rect,64,64,119,86
2831.png,200,200,rect,59,157,186,126
2832.png,200,200,rect,21,13,71,22
2833.png,200,200,rect,4,73,134,28
2834.png,200,200,rect,79,4,52,137
2835.png,200,200,rect,46,92,94,93
2836.png,200,200,rect,59,104,163,98
2837.png,200,200,rect,93,82,133,150
2838.png,200,200,rect,154,138,191,192
2839.png,200,200,rect,70,95,144,137
2840.png,200,200,rect,59,51,102,124
2841.png,200,200,rect,123,54,71,199
2842.png,200,200,rect,117,96,175,153
2843.png,200,200,rect,131,57,125,145
2844.png,200,200,rect,85,99,119,129
2845.png,200,200,rect,131,83,116,149
2846.png,200,200,rect,51,25,88,52
2847.png,200,200,rect,140,98,113,149
2848.png,200,200,rect,63,101,168,142
2849.png,200,200,rect,106,30,94,143
2850.png,200,200,rect,61,97,165,138
2851.png,200,200,rect,8,171,173,52
2852.png,200,200,rect,129,15,17,186
2853.png,200,200,rect,128,53,93,157
2854.png,200,200,rect,33,142,149,112
2855.png,200,200,rect,76,64,69,127
2856.png,200,200,rect,33,160,183,86
2857.png,200,200,rect,81,85,132,145
2858.png,200,200,rect,146,191,196,151
2859.png,200,200,rect,138,156,159,196
2860.png,200,200,rect,126,50,68,169
2861.png,200,200,rect,79,22,25,155
2862.png,200,200,rect,123,121,155,131
2863.png,200,200,rect,8,41,75,50
2864.png,200,200,rect,127,160,162,138
2865.png,200,200,rect,30,133,181,86
2866.png,200,200,rect,16,49,90,60
2867.png,200,200,rect,59,36,104,69
2868.png,200,200,rect,124,182,189,165
2869.png,200,200,rect,131,144,169,169
2870.png,200,200,rect,58,122,196,68
2871.png,200,200,rect,40,84,95,75
2872.png,200,200,rect,12,128,171,26
2873.png,200,200,rect,101,45,109,176
2874.png,200,200,rect,88,164,177,132
2875.png,200,200,rect,180,114,124,195
2876.png,200,200,rect,70,89,105,116
2877.png,200,200,rect,62,105,160,141
2878.png,200,200,rect,118,90,133,119
2879.png,200,200,rect,92,145,146,136
2880.png,200,200,rect,24,98,167,33
2881.png,200,200,rect,156,84,117,183
2882.png,200,200,rect,119,14,46,143
2883.png,200,200,rect,67,34,101,99
2884.png,200,200,rect,38,101,137,53
2885.png,200,200,rect,57,94,161,110
2886.png,200,200,rect,28,123,174,97
2887.png,200,200,rect,12,24,49,44
2888.png,200,200,rect,67,75,134,98
2889.png,200,200,rect,9,179,195,42
2890.png,200,200,rect,82,37,56,155
2891.png,200,200,rect,105,77,146,112
2892.png,200,200,rect,110,52,71,138
2893.png,200,200,rect,69,177,192,107
2894.png,200,200,rect,48,100,140,105
2895.png,200,200,rect,29,120,162,92
2896.png,200,200,rect,9,131,143,62
2897.png,200,200,rect,161,111,180,180
2898.png,200,200,rect,21,87,155,92
2899.png,200,200,rect,97,89,158,126
2900.png,200,200,rect,66,19,80,136
2901.png,200,200,rect,28,116,193,69
2902.png,200,200,rect,119,98,146,198
2903.png,200,200,rect,20,72,146,63
2904.png,200,200,rect,128,74,112,162
2905.png,200,200,rect,60,38,85,119
2906.png,200,200,rect,90,115,131,108
2907.png,200,200,rect,12,106,152,23
2908.png,200,200,rect,89,31,106,153
2909.png,200,200,rect,39,45,56,108
2910.png,200,200,rect,125,22,93,136
2911.png,200,200,rect,45,118,139,47
2912.png,200,200,rect,5,100,106,46
2913.png,200,200,rect,12,1,11,43
2914.png,200,200,rect,28,23,60,51
2915.png,200,200,rect,11,80,113,72
2916.png,200,200,rect,39,40,78,62
2917.png,200,200,rect,35,54,125,105
2918.png,200,200,rect,48,90,105,101
2919.png,200,200,rect,173,45,119,189
2920.png,200,200,rect,72,148,155,140
2921.png,200,200,rect,64,29,31,80
2922.png,200,200,rect,191,79,158,197
2923.png,200,200,rect,91,8,83,120
2924.png,200,200,rect,75,116,176,89
2925.png,200,200,rect,65,39,71,134
2926.png,200,200,rect,161,105,165,199
2927.png,200,200,rect,29,99,169,94
2928.png,200,200,rect,180,120,171,187
2929.png,200,200,rect,152,108,126,181
2930.png,200,200,rect,92,2,28,167
2931.png,200,200,rect,47,64,137,65
2932.png,200,200,rect,97,117,172,175
2933.png,200,200,rect,20,35,95,51
2934.png,200,200,rect,131,0,72,197
2935.png,200,200,rect,83,13,36,104
2936.png,200,200,rect,114,113,184,191
2937.png,200,200,rect,26,52,104,90
2938.png,200,200,rect,59,18,97,131
2939.png,200,200,rect,84,132,155,135
2940.png,200,200,rect,121,147,153,168
2941.png,200,200,rect,120,125,163,191
2942.png,200,200,rect,96,19,57,158
2943.png,200,200,rect,98,167,199,165
2944.png,200,200,rect,59,41,61,110
2945.png,200,200,rect,84,92,95,140
2946.png,200,200,rect,94,17,53,118
2947.png,200,200,rect,81,35,110,159
2948.png,200,200,rect,69,68,111,84
2949.png,200,200,rect,174,140,196,194
2950.png,200,200,rect,96,32,87,157
2951.png,200,200,rect,32,123,172,68
2952.png,200,200,rect,100,129,183,114
2953.png,200,200,rect,93,73,135,160
2954.png,200,200,rect,147,135,187,171
2955.png,200,200,rect,183,151,199,195
2956.png,200,200,rect,33,31,99,39
2957.png,200,200,rect,37,195,198,79
2958.png,200,200,rect,144,99,170,157
2959.png,200,200,rect,45,152,163,89
2960.png,200,200,rect,18,91,92,70
2961.png,200,200,rect,122,106,177,172
2962.png,200,200,rect,155,11,49,170
2963.png,200,200,rect,64,29,61,72
2964.png,200,200,rect,56,31,101,98
2965.png,200,200,rect,63,92,133,91
2966.png,200,200,rect,74,86,141,93
2967.png,200,200,rect,22,155,163,35
2968.png,200,200,rect,25,130,157,27
2969.png,200,200,rect,67,173,188,139
2970.png,200,200,rect,63,15,77,74
2971.png,200,200,rect,106,110,111,115
2972.png,200,200,rect,135,147,163,187
2973.png,200,200,rect,20,89,114,87
2974.png,200,200,rect,95,41,100,158
2975.png,200,200,rect,42,124,181,97
2976.png,200,200,rect,131,54,62,183
2977.png,200,200,rect,5,101,169,64
2978.png,200,200,rect,177,19,98,196
2979.png,200,200,rect,133,0,27,191
2980.png,200,200,rect,101,75,129,167
2981.png,200,200,rect,118,156,184,145
2982.png,200,200,rect,182,78,132,197
2983.png,200,200,rect,36,54,112,101
2984.png,200,200,rect,31,138,148,58
2985.png,200,200,rect,109,141,197,176
2986.png,200,200,rect,36,131,194,115
2987.png,200,200,rect,90,55,72,96
2988.png,200,200,rect,1,186,199,40
2989.png,200,200,rect,86,112,162,96
2990.png,200,200,rect,155,43,77,173
2991.png,200,200,rect,180,122,141,196
2992.png,200,200,rect,127,136,197,164
2993.png,200,200,rect,92,117,143,131
2994.png,200,200,rect,170,118,173,174
2995.png,200,200,rect,56,85,139,124
2996.png,200,200,rect,60,143,162,81
2997.png,200,200,rect,5,45,111,63
2998.png,200,200,rect,26,14,82,100
2999.png,200,200,rect,84,42,114,89
3000.png,200,200,rect,29,90,140,40
3001.png,200,200,rect,87,115,173,150
3002.png,200,200,rect,40,14,90,73
3003.png,200,200,rect,65,116,125,140
3004.png,200,200,rect,52,25,96,126
3005.png,200,200,rect,38,145,161,95
3006.png,200,200,rect,7,92,125,66
3007.png,200,200,rect,73,2,19,110
3008.png,200,200,rect,45,49,98,49
3009.png,200,200,rect,83,3,22,91
3010.png,200,200,rect,92,25,48,139
3011.png,200,200,rect,23,83,154,84
3012.png,200,200,rect,89,156,175,165
3013.png,200,200,rect,3,58,107,24
3014.png,200,200,rect,79,0,62,80
3015.png,200,200,rect,83,6,35,143
3016.png,200,200,rect,177,35,93,184
3017.png,200,200,rect,44,29,101,83
3018.png,200,200,rect,28,1,30,84
3019.png,200,200,rect,61,15,36,66
3020.png,200,200,rect,53,168,178,109
3021.png,200,200,rect,80,64,80,96
3022.png,200,200,rect,42,57,59,76
3023.png,200,200,rect,50,62,65,68
3024.png,200,200,rect,139,123,196,166
3025.png,200,200,rect,40,47,116,113
3026.png,200,200,rect,83,81,124,129
3027.png,200,200,rect,50,124,196,56
3028.png,200,200,rect,39,20,26,102
3029.png,200,200,rect,154,98,120,196
3030.png,200,200,rect,145,64,74,172
3031.png,200,200,rect,31,12,41,52
3032.png,200,200,rect,58,41,109,115
3033.png,200,200,rect,30,50,101,48
3034.png,200,200,rect,145,162,190,178
3035.png,200,200,rect,3,56,119,66
3036.png,200,200,rect,11,24,75,51
3037.png,200,200,rect,41,93,155,102
3038.png,200,200,rect,112,40,89,160
